x,y,z,P
120.0,0.0,0.0,2.415326857398506e-08
120.0,0.5235987755982988,0.0,2.415326857398506e-08
120.0,1.0471975511965976,0.0,2.415326857398506e-08
120.0,1.5707963267948966,0.0,2.415326857398506e-08
120.0,2.0943951023931953,0.0,2.415326857398506e-08
120.0,2.617993877991494,0.0,2.415326857398506e-08
120.0,3.141592653589793,0.0,2.415326857398506e-08
120.0,3.665191429188092,0.0,2.415326857398506e-08
120.0,4.1887902047863905,0.0,2.415326857398506e-08
120.0,4.71238898038469,0.0,2.415326857398506e-08
120.0,5.235987755982988,0.0,2.415326857398506e-08
120.0,5.759586531581287,0.0,2.415326857398506e-08
60.0,0.0,0.0,2.186893984316093e-08
60.0,0.5235987755982988,0.0,2.186893984316093e-08
60.0,1.0471975511965976,0.0,2.186893984316093e-08
60.0,1.5707963267948966,0.0,2.186893984316093e-08
60.0,2.0943951023931953,0.0,2.186893984316093e-08
60.0,2.617993877991494,0.0,2.186893984316093e-08
60.0,3.141592653589793,0.0,2.186893984316093e-08
60.0,3.665191429188092,0.0,2.186893984316093e-08
60.0,4.1887902047863905,0.0,2.186893984316093e-08
60.0,4.71238898038469,0.0,2.186893984316093e-08
60.0,5.235987755982988,0.0,2.186893984316093e-08
60.0,5.759586531581287,0.0,2.186893984316093e-08
120.0,0.0,0.2617993877991494,1.5619426427623008e-08
120.0,0.5235987755982988,0.2617993877991494,1.5619426427623008e-08
120.0,1.0471975511965976,0.2617993877991494,1.5619426427623008e-08
120.0,1.5707963267948966,0.2617993877991494,1.5619426427623008e-08
120.0,2.0943951023931953,0.2617993877991494,1.5619426427623008e-08
120.0,2.617993877991494,0.2617993877991494,1.5619426427623008e-08
120.0,3.141592653589793,0.2617993877991494,1.5619426427623008e-08
120.0,3.665191429188092,0.2617993877991494,1.5619426427623008e-08
120.0,4.1887902047863905,0.2617993877991494,1.5619426427623008e-08
120.0,4.71238898038469,0.2617993877991494,1.5619426427623008e-08
120.0,5.235987755982988,0.2617993877991494,1.5619426427623008e-08
120.0,5.759586531581287,0.2617993877991494,1.5619426427623008e-08
120.0,0.0,2.8797932657906435,1.5619426427622988e-08
120.0,0.5235987755982988,2.8797932657906435,1.5619426427622988e-08
120.0,1.0471975511965976,2.8797932657906435,1.5619426427622988e-08
120.0,1.5707963267948966,2.8797932657906435,1.5619426427622988e-08
120.0,2.0943951023931953,2.8797932657906435,1.5619426427622988e-08
120.0,2.617993877991494,2.8797932657906435,1.5619426427622988e-08
120.0,3.141592653589793,2.8797932657906435,1.5619426427622988e-08
120.0,3.665191429188092,2.8797932657906435,1.5619426427622988e-08
120.0,4.1887902047863905,2.8797932657906435,1.5619426427622988e-08
120.0,4.71238898038469,2.8797932657906435,1.5619426427622988e-08
120.0,5.235987755982988,2.8797932657906435,1.5619426427622988e-08
120.0,5.759586531581287,2.8797932657906435,1.5619426427622988e-08
60.0,0.0,0.2617993877991494,1.4142197602947786e-08
60.0,0.5235987755982988,0.2617993877991494,1.4142197602947786e-08
60.0,1.0471975511965976,0.2617993877991494,1.4142197602947786e-08
60.0,1.5707963267948966,0.2617993877991494,1.4142197602947786e-08
60.0,2.0943951023931953,0.2617993877991494,1.4142197602947786e-08
60.0,2.617993877991494,0.2617993877991494,1.4142197602947786e-08
60.0,3.141592653589793,0.2617993877991494,1.4142197602947786e-08
60.0,3.665191429188092,0.2617993877991494,1.4142197602947786e-08
60.0,4.1887902047863905,0.2617993877991494,1.4142197602947786e-08
60.0,4.71238898038469,0.2617993877991494,1.4142197602947786e-08
60.0,5.235987755982988,0.2617993877991494,1.4142197602947786e-08
60.0,5.759586531581287,0.2617993877991494,1.4142197602947786e-08
60.0,0.0,2.8797932657906435,1.4142197602947771e-08
60.0,0.5235987755982988,2.8797932657906435,1.4142197602947771e-08
60.0,1.0471975511965976,2.8797932657906435,1.4142197602947771e-08
60.0,1.5707963267948966,2.8797932657906435,1.4142197602947771e-08
60.0,2.0943951023931953,2.8797932657906435,1.4142197602947771e-08
60.0,2.617993877991494,2.8797932657906435,1.4142197602947771e-08
60.0,3.141592653589793,2.8797932657906435,1.4142197602947771e-08
60.0,3.665191429188092,2.8797932657906435,1.4142197602947771e-08
60.0,4.1887902047863905,2.8797932657906435,1.4142197602947771e-08
60.0,4.71238898038469,2.8797932657906435,1.4142197602947771e-08
60.0,5.235987755982988,2.8797932657906435,1.4142197602947771e-08
60.0,5.759586531581287,2.8797932657906435,1.4142197602947771e-08
180.0,0.0,0.0,1.236085680124497e-08
180.0,0.5235987755982988,0.0,1.236085680124497e-08
180.0,1.0471975511965976,0.0,1.236085680124497e-08
180.0,1.5707963267948966,0.0,1.236085680124497e-08
180.0,2.0943951023931953,0.0,1.236085680124497e-08
180.0,2.617993877991494,0.0,1.236085680124497e-08
180.0,3.141592653589793,0.0,1.236085680124497e-08
180.0,3.665191429188092,0.0,1.236085680124497e-08
180.0,4.1887902047863905,0.0,1.236085680124497e-08
180.0,4.71238898038469,0.0,1.236085680124497e-08
180.0,5.235987755982988,0.0,1.236085680124497e-08
180.0,5.759586531581287,0.0,1.236085680124497e-08
180.0,0.0,0.2617993877991494,7.993514119963871e-09
180.0,0.5235987755982988,0.2617993877991494,7.993514119963871e-09
180.0,1.0471975511965976,0.2617993877991494,7.993514119963871e-09
180.0,1.5707963267948966,0.2617993877991494,7.993514119963871e-09
180.0,2.0943951023931953,0.2617993877991494,7.993514119963871e-09
180.0,2.617993877991494,0.2617993877991494,7.993514119963871e-09
180.0,3.141592653589793,0.2617993877991494,7.993514119963871e-09
180.0,3.665191429188092,0.2617993877991494,7.993514119963871e-09
180.0,4.1887902047863905,0.2617993877991494,7.993514119963871e-09
180.0,4.71238898038469,0.2617993877991494,7.993514119963871e-09
180.0,5.235987755982988,0.2617993877991494,7.993514119963871e-09
180.0,5.759586531581287,0.2617993877991494,7.993514119963871e-09
180.0,0.0,2.8797932657906435,7.993514119963864e-09
180.0,0.5235987755982988,2.8797932657906435,7.993514119963864e-09
180.0,1.0471975511965976,2.8797932657906435,7.993514119963864e-09
