x,y,z,P
-0.0,0.0,-29.999999999999986,6.674785275429457e-07
-0.0,0.0,-51.961524227066306,6.674785275429457e-07
-0.0,0.0,-60.0,6.674785275429457e-07
-0.0,-0.0,-51.96152422706633,6.674785275429457e-07
-0.0,-0.0,-30.00000000000003,6.674785275429457e-07
-0.0,-0.0,-1.1021821192326178e-14,6.674785275429457e-07
0.0,-0.0,29.99999999999996,6.674785275429457e-07
0.0,-0.0,51.961524227066306,6.674785275429457e-07
15.529142706151244,0.0,60.0,6.227659444378839e-07
15.52914270615126,0.0,60.0,6.227659444378839e-07
13.448632082520803,7.764571353075621,51.96152422706632,6.227659444378839e-07
13.448632082520817,7.764571353075629,51.96152422706632,6.227659444378839e-07
7.764571353075624,13.4486320825208,30.000000000000007,6.227659444378839e-07
7.764571353075632,13.448632082520815,30.000000000000007,6.227659444378839e-07
